"","x"
"1","A1BG|1"
"18843","RILPL1|353116"
"18844","LCE1A|353131"
"18845","LCE1B|353132"
"18846","LCE1C|353133"
"18847","LCE1D|353134"
"18848","LCE1E|353135"
"18849","LCE1F|353137"
"18850","LCE2A|353139"
"18851","LCE2C|353140"
"18852","LCE2D|353141"
"18853","LCE3A|353142"
"18854","LCE3B|353143"
"18855","LCE3C|353144"
"18856","LCE3E|353145"
"18857","TBC1D26|353149"
"18858","TAS2R42|353164"
"18859","ZACN|353174"
"18860","SLCO4C1|353189"
"18861","KAAG1|353219"
"18862","ZNF445|353274"
"18863","KRT26|353288"
"18864","RGSL1|353299"
"18865","ANKRD37|353322"
"18866","KRTAP12-2|353323"
"18867","SPATA12|353324"
"18868","KRTAP12-1|353332"
"18869","KRTAP10-10|353333"
"18870","GPR141|353345"
"18871","ZNF233|353355"
"18872","TICAM2|353376"
"18873","TICAM2|353376"
"18874","POLN|353497"
"18875","BMP8A|353500"
"18876","LILRA5|353514"
"18877","C20orf185|359710"
"18878","DPPA3|359787"
"18879","PCNAP1|359806"
"18880","FAM101B|359845"
"18881","IRF2BP2|359948"
"18882","ZBTB41|360023"
"18883","LOC360030|360030"
"18884","FKBP9L|360132"
"18885","CYCSP52|360155"
"18886","TMPRSS9|360200"
"18887","GLT6D1|360203"
"18888","GSTK1|373156"
"18889","USP50|373509"
"18890","HILS1|373861"
"18891","DND1|373863"
"18892","CDRT1|374286"
"18893","NDUFS7|374291"
"18894","PTCHD3|374308"
"18895","NHLRC2|374354"
"18896","C10orf96|374355"
"18897","GALNTL4|374378"
"18898","DKFZp686O24166|374383"
"18899","FAM111B|374393"
"18900","TMEM179B|374395"
"18901","TBC1D10C|374403"
"18902","DNAJB13|374407"
"18903","LOC374443|374443"
"18904","KRT77|374454"
"18905","C12orf63|374467"
"18906","C12orf42|374470"
"18907","ASPG|374569"
"18908","TEX9|374618"
"18909","GOLGA6L5|374650"
"18910","KIF7|374654"
"18911","ZNF710|374655"
"18912","HDDC3|374659"
"18913","WASH3P|374666"
"18914","TEPP|374739"
"18915","SPEM1|374768"
"18916","EFCAB5|374786"
"18917","LRRC37A3|374819"
"18918","ANKRD30B|374860"
"18919","C18orf34|374864"
"18920","ATP9B|374868"
"18921","C19orf35|374872"
"18922","HSD11B1L|374875"
"18923","C19orf45|374877"
"18924","ZNF699|374879"
"18925","TMEM205|374882"
"18926","YJEFN3|374887"
"18927","SBSN|374897"
"18928","ZNF829|374899"
"18929","ZNF568|374900"
"18930","B3GNT8|374907"
"18931","IGFL1|374918"
"18932","ZNF773|374928"
"18933","C1orf187|374946"
"18934","SPATA21|374955"
"18935","CCDC23|374969"
"18936","C1orf223|374973"
"18937","C1orf175|374977"
"18938","FAM73A|374986"
"18939","PEAR1|375033"
"18940","SFT2D2|375035"
"18941","MIA3|375056"
"18942","C1orf95|375057"
"18943","FAM89A|375061"
"18944","PFN4|375189"
"18945","LOC375190|375190"
"18946","ANKRD36|375248"
"18947","WASH2P|375260"
"18948","RBM43|375287"
"18949","CERKL|375298"
"18950","C2orf62|375307"
"18951","RBM44|375316"
"18952","AQP12A|375318"
"18953","LHFPL4|375323"
"18954","C3orf77|375337"
"18955","C3orf62|375341"
"18956","TMEM110|375346"
"18957","TMEM110|375346"
"18958","LRRC33|375387"
"18959","C5orf34|375444"
"18960","MAST4|375449"
"18961","C5orf25|375484"
"18962","GUSBL2|375513"
"18963","GJB7|375519"
"18964","VWC2|375567"
"18965","C7orf52|375607"
"18966","SLC26A5|375611"
"18967","LHFPL3|375612"
"18968","SPATC1|375686"
"18969","WASH5P|375690"
"18970","ENHO|375704"
"18971","PTAR1|375743"
"18972","C9orf102|375748"
"18973","C9orf119|375757"
"18974","C9orf50|375759"
"18975","PNPLA7|375775"
"18976","AGRN|375790"
"18977","C9orf169|375791"
"18978","FLJ46361|375940"
"18979","LRRC10|376132"
"18980","RAB15|376267"
"18981","RNF126P1|376412"
"18982","SLC27A1|376497"
"18983","RPS10P7|376693"
"18984","SDC4P|376844"
"18985","ZC3H6|376940"
"18986","KLHL30|377007"
"18987","PRSS45|377047"
"18988","USP17L2|377630"
"18989","CA13|377677"
"18990","ENTPD8|377841"
"18991","TRIM74|378108"
"18992","APITD1|378708"
"18993","CATSPER4|378807"
"18994","NCRNA00162|378825"
"18995","NCRNA00175|378832"
"18996","NHLRC1|378884"
"18997","RNF148|378925"
"18998","MALAT1|378938"
"18999","RBMY1B|378948"
"19000","RBMY1B|378948"
"19001","RBMY1B|378948"
"19002","RBMY1E|378950"
"19003","RBMY1E|378950"
"19004","RBMY1J|378951"
"19005","RBMY1J|378951"
"19006","RNF138P1|379013"
"19007","KCTD8|386617"
"19008","KCTD4|386618"
"19009","IL31|386653"
"19010","KRTAP10-4|386672"
"19011","KRTAP10-6|386674"
"19012","KRTAP10-7|386675"
"19013","KRTAP10-9|386676"
"19014","KRTAP10-1|386677"
"19015","KRTAP10-11|386678"
"19016","KRTAP10-2|386679"
"19017","KRTAP10-5|386680"
"19018","KRTAP10-8|386681"
"19019","KRTAP10-3|386682"
"19020","KRTAP12-3|386683"
"19021","KRTAP12-4|386684"
"19022","KRTAP10-12|386685"
"19023","AMIGO3|386724"
"19024","AMIGO3|386724"
"19025","MRGPRG|386746"
"19026","SLC6A10P|386757"
"19027","ZKSCAN4|387032"
"19028","GUSBL1|387036"
"19029","SUMO4|387082"
"19030","CENPW|387103"
"19031","C6orf174|387104"
"19032","C6orf174|387104"
"19033","C6orf174|387104"
"19034","C6orf204|387119"
"19035","NPSR1|387129"
"19036","C6orf120|387263"
"19037","KRTAP5-1|387264"
"19038","KRTAP5-3|387266"
"19039","KRTAP5-4|387267"
"19040","KRTAP5-10|387273"
"19041","TBPL2|387332"
"19042","NSUN4|387338"
"19043","THEMIS|387357"
"19044","C21orf131|387486"
"19045","RASL11A|387496"
"19046","GPR153|387509"
"19047","TMEM189|387521"
"19048","TMEM189-UBE2V1|387522"
"19049","TMEM189-UBE2V1|387522"
"19050","psiTPTE22|387590"
"19051","ILDR2|387597"
"19052","SLC22A25|387601"
"19053","KGFLP1|387628"
"19054","C10orf113|387638"
"19055","C10orf140|387640"
"19056","NCRNA00202|387644"
"19057","LOC387646|387646"
"19058","LOC387647|387647"
"19059","FAM21A|387680"
"19060","SH2D4B|387694"
"19061","C10orf99|387695"
"19062","SLC16A12|387700"
"19063","CC2D2B|387707"
"19064","CC2D2B|387707"
"19065","ARMS2|387715"
"19066","C10orf122|387718"
"19067","IFITM5|387733"
"19068","FAM99A|387742"
"19069","OR56B1|387748"
"19070","GVIN1|387751"
"19071","INSC|387755"
"19072","FIBIN|387758"
"19073","AG2|387763"
"19074","SLC22A10|387775"
"19075","SPDYC|387778"
"19076","LIPT2|387787"
"19077","C11orf90|387804"
"19078","CLEC2A|387836"
"19079","CLEC12B|387837"
"19080","RPL13AP20|387841"
"19081","REP15|387849"
"19082","C12orf68|387856"
"19083","C12orf75|387882"
"19084","CCDC42B|387885"
"19085","TMEM233|387890"
"19086","SETD8|387893"
"19087","C1QTNF9B|387911"
"19088","C1QTNF9B|387911"
"19089","SHISA2|387914"
"19090","NHLRC3|387921"
"19091","SERP2|387923"
"19092","TOMM20L|387990"
"19093","SERPINA13|388007"
"19094","RTL1|388015"
"19095","TMEM179|388021"
"19096","C15orf52|388115"
"19097","TNFAIP8L3|388121"
"19098","C2CD4B|388125"
"19099","C15orf59|388135"
"19100","LOC388152|388152"
"19101","UBE2Q2P1|388165"
"19102","FLJ42289|388182"
"19103","PRR25|388199"
"19104","SBK1|388228"
"19105","C16orf87|388272"
"19106","C16orf86|388284"
"19107","GLTPD2|388323"
"19108","INCA1|388324"
"19109","C17orf87|388325"
"19110","C17orf100|388327"
"19111","SPDYE4|388333"
"19112","TMEM220|388335"
"19113","SHISA6|388336"
"19114","C17orf76|388341"
"19115","TMIGD1|388364"
"19116","CCL4L2|388372"
"19117","CCL4L2|388372"
"19118","C17orf98|388381"
"19119","LOC388387|388387"
"19120","CCDC103|388389"
"19121","CCDC103|388389"
"19122","RPRML|388394"
"19123","YPEL2|388403"
"19124","C17orf82|388407"
"19125","BTBD17|388419"
"19126","LOC388428|388428"
"19127","POTEC|388468"
"19128","POTEC|388468"
"19129","C3P1|388503"
"19130","CLEC17A|388512"
"19131","RPSAP58|388524"
"19132","RGS9BP|388531"
"19133","KRTDAP|388533"
"19134","ZNF790|388536"
"19135","CEACAM22P|388550"
"19136","CEACAM16|388551"
"19137","BLOC1S3|388552"
"19138","IGFL3|388555"
"19139","ZNF808|388558"
"19140","ZNF470|388566"
"19141","ZNF749|388567"
"19142","ZNF324B|388569"
"19143","FAM132A|388581"
"19144","HES5|388585"
"19145","LOC388588|388588"
"19146","RNF207|388591"
"19147","TMEM82|388595"
"19148","TRNP1|388610"
"19149","CD164L2|388611"
"19150","LDLRAD1|388633"
"19151","GBP7|388646"
"19152","C1orf146|388649"
"19153","FAM69A|388650"
"19154","SLC6A17|388662"
"19155","NOTCH2NL|388677"
"19156","LYSMD1|388695"
"19157","HRNR|388697"
"19158","FLG2|388698"
"19159","C1orf189|388701"
"19160","C1orf53|388722"
"19161","TMEM81|388730"
"19162","CAPN8|388743"
"19163","C1orf31|388753"
"19164","C1orf229|388759"
"19165","OR2M1P|388762"
"19166","LOC388789|388789"
"19167","?|388795"
"19168","C20orf107|388799"
"19169","C20orf107|388799"
"19170","C21orf34|388815"
"19171","KRTAP26-1|388818"
"19172","C22orf36|388886"
"19173","NCRNA00207|388910"
"19174","MFSD2B|388931"
"19175","C2orf71|388939"
"19176","LOC388946|388946"
"19177","TSPYL6|388951"
"19178","C2orf78|388960"
"19179","BOLA3|388962"
"19180","C2orf81|388963"
"19181","FUNDC2P2|388965"
"19182","C2orf68|388969"
"19183","SLC9A4|389015"
"19184","LOC389033|389033"
"19185","SP5|389058"
"19186","PLEKHM3|389072"
"19187","C2orf80|389073"
"19188","RESP18|389075"
"19189","C2orf82|389084"
"19190","OR6B2|389090"
"19191","ZNF662|389114"
"19192","CDHR4|389118"
"19193","C3orf54|389119"
"19194","IQCF2|389123"
"19195","IQCF5|389124"
"19196","MUSTN1|389125"
"19197","VGLL3|389136"
"19198","PRR23B|389151"
"19199","PRR23C|389152"
"19200","PLSCR5|389158"
"19201","C3orf16|389161"
"19202","LEKR1|389170"
"19203","TMEM212|389177"
"19204","C4orf50|389197"
"19205","C4orf52|389203"
"19206","BEND4|389206"
"19207","GRXCR1|389207"
"19208","TMPRSS11F|389208"
"19209","LRRC14B|389257"
"19210","C5orf39|389289"
"19211","C5orf48|389320"
"19212","LOC389332|389332"
"19213","LOC389333|389333"
"19214","C5orf46|389336"
"19215","ARHGEF37|389337"
"19216","PSMG4|389362"
"19217","SFTA2|389376"
"19218","C6orf126|389383"
"19219","C6orf222|389384"
"19220","GLYATL3|389396"
"19221","GFRAL|389400"
"19222","LIN28B|389421"
"19223","SAMD5|389432"
"19224","IYD|389434"
"19225","LOC389458|389458"
"19226","LOC389493|389493"
"19227","SPDYE8P|389517"
"19228","GATSL1|389523"
"19229","GTF2IRD2B|389524"
"19230","C7orf59|389541"
"19231","FEZF1|389549"
"19232","FAM180A|389558"
"19233","LOC389634|389634"
"19234","C8orf80|389643"
"19235","C8orf86|389649"
"19236","FAM150A|389658"
"19237","XKR9|389668"
"19238","RBM12B|389677"
"19239","FLJ43860|389690"
"19240","MAFA|389692"
"19241","C9orf144|389715"
"19242","FAM75A6|389730"
"19243","MGC21881|389741"
"19244","MGC21881|389741"
"19245","FLJ43859|389761"
"19246","FLJ44082|389762"
"19247","FLJ46321|389763"
"19248","C9orf153|389766"
"19249","IER5L|389792"
"19250","C9orf171|389799"
"19251","LCN15|389812"
"19252","C9orf172|389813"
"19253","LRRC26|389816"
"19254","TMEM8C|389827"
"19255","MAP3K15|389840"
"19256","SPACA5|389852"
"19257","SPACA5|389852"
"19258","USP27X|389856"
"19259","PAGE2B|389860"
"19260","ZCCHC13|389874"
"19261","UBE2NL|389898"
"19262","CSAG3|389903"
"19263","tAKR|389932"
"19264","C1QL3|389941"
"19265","GUCY2GP|390003"
"19266","NKX1-2|390010"
"19267","OR52K1|390036"
"19268","OR52I1|390037"
"19269","OR51D1|390038"
"19270","OR52A5|390054"
"19271","OR51B6|390058"
"19272","OR51M1|390059"
"19273","OR51Q1|390061"
"19274","OR51I1|390063"
"19275","OR51I2|390064"
"19276","OR52D1|390066"
"19277","OR52H1|390067"
"19278","OR52N4|390072"
"19279","OR52N5|390075"
"19280","OR52N2|390077"
"19281","OR52E6|390078"
"19282","OR52E8|390079"
"19283","OR52E4|390081"
"19284","OR56A3|390083"
"19285","OR10A6|390093"
"19286","ACCSL|390110"
"19287","OR4X1|390113"
"19288","OR5D13|390142"
"19289","OR5D16|390144"
"19290","OR5W2|390148"
"19291","OR8H2|390151"
"19292","OR8H3|390152"
"19293","OR5T3|390154"
"19294","OR5T1|390155"
"19295","OR8K1|390157"
"19296","OR5M9|390162"
"19297","OR5M10|390167"
"19298","OR5M1|390168"
"19299","OR5AK2|390181"
"19300","OR5B2|390190"
"19301","OR5B12|390191"
"19302","OR5AN1|390195"
"19303","OR4D10|390197"
"19304","OR4D9|390199"
"19305","OR10V1|390201"
"19306","LRRC10B|390205"
"19307","GPR152|390212"
"19308","TRIM77|390231"
"19309","FOLR4|390243"
"19310","KDM4DL|390245"
"19311","BSX|390259"
"19312","OR6X1|390260"
"19313","OR6M1|390261"
"19314","OR10G4|390264"
"19315","OR10G7|390265"
"19316","OR8B3|390271"
"19317","OR8A1|390275"
"19318","OR6C1|390321"
"19319","OR6C75|390323"
"19320","OR6C76|390326"
"19321","OR6C70|390327"
"19322","OR4N2|390429"
"19323","OR4K2|390431"
"19324","OR4K13|390433"
"19325","OR4K17|390436"
"19326","OR4N5|390437"
"19327","OR11G2|390439"
"19328","OR11H4|390442"
"19329","RNASE9|390443"
"19330","OR5AU1|390445"
"19331","GOLGA8E|390535"
"19332","OR4M2|390538"
"19333","OR4N3P|390539"
"19334","KBTBD13|390594"
"19335","LOC390595|390595"
"19336","LBXCOR1|390598"
"19337","ANKRD34C|390616"
"19338","C15orf58|390637"
"19339","OR4F6|390648"
"19340","OR4F15|390649"
"19341","C1QTNF8|390664"
"19342","PTX4|390667"
"19343","PABPN1L|390748"
"19344","OR3A4|390756"
"19345","ARL5C|390790"
"19346","KRT39|390792"
"19347","LOC390858|390858"
"19348","ONECUT3|390874"
"19349","OR7G2|390882"
"19350","OR7G3|390883"
"19351","OR7A10|390892"
"19352","NUDT19|390916"
"19353","ZNF793|390927"
"19354","PAPL|390928"
"19355","ZNF805|390980"
"19356","HES3|390992"
"19357","PRAMEF12|390999"
"19358","PRAMEF8|391002"
"19359","PRAMEF18|391003"
"19360","PRAMEF18|391003"
"19361","PRAMEF17|391004"
"19362","PLA2G2C|391013"
"19363","SKINTL|391037"
"19364","UOX|391051"
"19365","FRRS1|391059"
"19366","VHLL|391104"
"19367","OR10K2|391107"
"19368","OR10K1|391109"
"19369","OR6Y1|391112"
"19370","OR6K3|391114"
"19371","VSIG8|391123"
"19372","OR11L1|391189"
"19373","OR2L8|391190"
"19374","OR2AK2|391191"
"19375","OR2L3|391192"
"19376","OR2M2|391194"
"19377","OR2T33|391195"
"19378","OR2M7|391196"
"19379","OR2G6|391211"
"19380","SPINT4|391253"
"19381","C21orf81|391267"
"19382","C2orf79|391356"
"19383","SULT6B1|391365"
"19384","DYTN|391475"
"19385","VENTXP7|391518"
"19386","USP17L6P|391622"
"19387","USP17|391627"
"19388","TRIM61|391712"
"19389","HELT|391723"
"19390","OR2A25|392138"
"19391","LOC392196|392196"
"19392","GDF6|392255"
"19393","C9orf128|392307"
"19394","OR13J1|392309"
"19395","CTSL3|392360"
"19396","OR13C2|392376"
"19397","OR1L6|392390"
"19398","OR5C1|392391"
"19399","OR1K1|392392"
"19400","LCN9|392399"
"19401","GLOD5|392465"
"19402","ARL13A|392509"
"19403","ELFN1|392617"
"19404","TMEM195|392636"
"19405","GRID2IP|392862"
"19406","OR2A5|393046"
"19407","MUC21|394263"
"19408","SPRED3|399473"
"19409","SPRED3|399473"
"19410","TMEM200B|399474"
"19411","SLC25A35|399512"
"19412","MEX3D|399664"
"19413","FAM102A|399665"
"19414","NCRNA00086|399668"
"19415","ZNF321|399669"
"19416","RPL13AP17|399670"
"19417","HEATR4|399671"
"19418","MYO18A|399687"
"19419","SHC4|399694"
"19420","CTXN2|399697"
"19421","NCRNA00200|399706"
"19422","FLJ45983|399717"
"19423","FLJ45983|399717"
"19424","C10orf114|399726"
"19425","BMS1P5|399761"
"19426","C10orf120|399814"
"19427","LOC399815|399815"
"19428","METTL10|399818"
"19429","FOXI2|399823"
"19430","FLJ45445|399844"
"19431","FAM180B|399888"
"19432","PCNXL3|399909"
"19433","C11orf87|399947"
"19434","C11orf92|399948"
"19435","C11orf88|399949"
"19436","LOC399959|399959"
"19437","PATE2|399967"
"19438","PATE4|399968"
"19439","SNX19|399979"
"19440","LOC400027|400027"
"19441","LOC400043|400043"
"19442","C12orf76|400073"
"19443","C13orf36|400120"
"19444","C13orf35|400165"
"19445","UPF0639|400224"
"19446","FLJ45244|400242"
"19447","C14orf180|400258"
"19448","C15orf53|400359"
"19449","C15orf54|400360"
"19450","ST20|400410"
"19451","FAM174B|400451"
"19452","BCAR4|400500"
"19453","C16orf88|400506"
"19454","NCRNA00169|400508"
"19455","C17orf97|400566"
"19456","MED11|400569"
"19457","GRAPL|400581"
"19458","C17orf102|400591"
"19459","TEX19|400629"
"19460","LOC400657|400657"
"19461","PRSSL1|400668"
"19462","VMAC|400673"
"19463","LOC400696|400696"
"19464","FLJ26850|400710"
"19465","ZNF880|400713"
"19466","ZNF772|400720"
"19467","PRAMEF4|400735"
"19468","PRAMEF13|400736"
"19469","SH2D5|400745"
"19470","C1orf130|400746"
"19471","C1orf141|400757"
"19472","LOC400759|400759"
"19473","C1orf226|400793"
"19474","LOC400794|400794"
"19475","C1orf220|400798"
"19476","LOC400804|400804"
"19477","FAM177B|400823"
"19478","DEFB132|400830"
"19479","C20orf202|400831"
"19480","NCRNA00114|400866"
"19481","LOC400891|400891"
"19482","CHCHD10|400916"
"19483","IL17REL|400935"
"19484","LOC400940|400940"
"19485","EML6|400954"
"19486","PAIP2B|400961"
"19487","RGPD1|400966"
"19488","RGPD1|400966"
"19489","LOC401010|401010"
"19490","C2orf66|401027"
"19491","ASB18|401036"
"19492","IQCF3|401067"
"19493","FLJ25363|401082"
"19494","C3orf72|401089"
"19495","LOC401093|401093"
"19496","C4orf48|401115"
"19497","DTHD1|401124"
"19498","LOC401127|401127"
"19499","SYT14L|401135"
"19500","C4orf40|401137"
"19501","AMTN|401138"
"19502","FAM190A|401145"
"19503","C4orf3|401152"
"19504","FLJ33360|401172"
"19505","RGS7BP|401190"
"19506","FLJ44606|401207"
"19507","DKFZP686I15217|401232"
"19508","FLJ22536|401237"
"19509","MCCD1|401250"
"19510","C6orf26|401251"
"19511","C6orf26|401251"
"19512","C6orf227|401253"
"19513","CRIP3|401262"
"19514","KLHL31|401265"
"19515","TCP10L2|401285"
"19516","C6orf122|401288"
"19517","C7orf65|401335"
"19518","LOC401387|401387"
"19519","LOC401397|401397"
"19520","PRRT4|401399"
"19521","RAB19|401409"
"19522","OR2A7|401427"
"19523","LOC401431|401431"
"19524","LOC401463|401463"
"19525","C8orf59|401466"
"19526","SAMD12|401474"
"19527","FLJ35024|401491"
"19528","PTPLAD2|401494"
"19529","TMEM215|401498"
"19530","TOMM5|401505"
"19531","FAM74A4|401508"
"19532","C9orf170|401535"
"19533","CENPP|401541"
"19534","C9orf152|401546"
"19535","SNX30|401548"
"19536","WDR38|401551"
"19537","LCNL1|401562"
"19538","C9orf139|401563"
"19539","FAM166A|401565"
"19540","LOC401588|401588"
"19541","MCART6|401612"
"19542","GOLGA2P3|401634"
"19543","GOLGA2P3|401634"
"19544","GOLGA7B|401647"
"19545","GOLGA7B|401647"
"19546","OR51T1|401665"
"19547","OR51A4|401666"
"19548","OR51A2|401667"
"19549","MGC57346|401884"
"19550","ZNF833|401898"
"19551","PRAMEF3|401940"
"19552","LDLRAD2|401944"
"19553","OR2T2|401992"
"19554","OR2T5|401993"
"19555","OR14I1|401994"
"19556","SRRD|402055"
"19557","VWC2L|402117"
"19558","OR5K2|402135"
"19559","RPL21P44|402176"
"19560","SOHLH1|402381"
"19561","XKRX|402415"
"19562","FLJ45340|402483"
"19563","KPNA7|402569"
"19564","C7orf61|402573"
"19565","IGLON5|402665"
"19566","UFSP1|402682"
"19567","OR2T27|403239"
"19568","OR2T35|403244"
"19569","OR4A47|403253"
"19570","OR5H14|403273"
"19571","OR5H15|403274"
"19572","OR5K3|403277"
"19573","OR5K4|403278"
"19574","OR6C65|403282"
"19575","OR6C68|403284"
"19576","PPAPDC2|403313"
"19577","APOBEC4|403314"
"19578","FAM92A3|403315"
"19579","ZBTB34|403341"
"19580","HAPLN4|404037"
"19581","CUEDC1|404093"
"19582","C4orf12|404201"
"19583","SPINK6|404203"
"19584","CTXN1|404217"
"19585","C6orf201|404220"
"19586","YY2|404281"
"19587","C16orf74|404550"
"19588","SCGB1D4|404552"
"19589","FAM45A|404636"
"19590","GTF2H5|404672"
"19591","ANKHD1-EIF4EBP3|404734"
"19592","ANKHD1-EIF4EBP3|404734"
"19593","AAA1|404744"
"19594","?|404770"
"19595","POTEG|404785"
"19596","DUOXA2|405753"
"19597","ERVFRDE1|405754"
"19598","FAM19A1|407738"
"19599","LOC407835|407835"
"19600","MIR17HG|407975"
"19601","TNFSF12-TNFSF13|407977"
"19602","TNFSF12-TNFSF13|407977"
"19603","C2orf27B|408029"
"19604","NOMO3|408050"
"19605","SPINK14|408187"
"19606","C5orf40|408263"
"19607","TBC1D3B|414059"
"19608","TBC1D3B|414059"
"19609","TBC1D3C|414060"
"19610","TBC1D3C|414060"
"19611","TBC1D3C|414060"
"19612","CCL3L3|414062"
"19613","CCL3L3|414062"
"19614","ACBD7|414149"
"19615","C10orf105|414152"
"19616","C10orf62|414157"
"19617","AGAP6|414189"
"19618","C10orf55|414236"
"19619","FAM35B|414241"
"19620","DDI1|414301"
"19621","DEFB103B|414325"
"19622","DEFB103B|414325"
"19623","C9orf103|414328"
"19624","LCN10|414332"
"19625","HCG18|414777"
"19626","BLID|414899"
"19627","FAM116B|414918"
"19628","MGC70857|414919"
"19629","C15orf50|414926"
"19630","LOC415056|415056"
"19631","PIM3|415116"
"19632","STX19|415117"
"19633","VCX3B|425054"
"19634","TTTY9B|425057"
"19635","TTTY9B|425057"
"19636","RGS21|431704"
"19637","ASTL|431705"
"19638","LHX8|431707"
"19639","KRTAP5-5|439915"
"19640","MXRA7|439921"
"19641","FLJ39582|439931"
"19642","C4orf11|439934"
"19643","FAM35B2|439965"
"19644","IFIT1B|439996"
"19645","KRTAP5-2|440021"
"19646","KRTAP5-6|440023"
"19647","TMEM41B|440026"
"19648","LOC440040|440040"
"19649","SLC22A20|440044"
"19650","KRTAP5-7|440050"
"19651","KRTAP5-11|440051"
"19652","CARD17|440068"
"19653","NCRNA00167|440072"
"19654","IQSEC3|440073"
"19655","ZNF705A|440077"
"19656","FAM66C|440078"
"19657","DDX12|440081"
"19658","C12orf69|440087"
"19659","H3F3C|440093"
"19660","DBX2|440097"
"19661","FLJ12825|440101"
"19662","PLEKHG7|440107"
"19663","ALG11|440138"
"19664","C13orf37|440145"
"19665","OR11H12|440153"
"19666","RNASE13|440163"
"19667","LOC440173|440173"
"19668","C14orf53|440184"
"19669","CCDC88C|440193"
"19670","CXADRP3|440224"
"19671","WHAMML2|440253"
"19672","GOLGA8B|440270"
"19673","EIF2AK4|440275"
"19674","CATSPER2P1|440278"
"19675","UNC13C|440279"
"19676","GOLGA6L9|440295"
"19677","GOLGA6L9|440295"
"19678","TTLL13|440307"
"19679","RUNDC2C|440352"
"19680","LOC440356|440356"
"19681","CSDAP1|440359"
"19682","CTRB2|440387"
"19683","RNASEK|440400"
"19684","GPR179|440435"
"19685","TBC1D3P2|440452"
"19686","PLEKHM1P|440456"
"19687","LOC440461|440461"
"19688","FLJ90757|440465"
"19689","HSBP1L1|440498"
"19690","PLIN5|440503"
"19691","ZNF506|440515"
"19692","PSG8|440533"
"19693","FLJ42875|440556"
"19694","PRAMEF11|440560"
"19695","PRAMEF6|440561"
"19696","LOC440563|440563"
"19697","UQCRHL|440567"
"19698","C1orf151|440574"
"19699","FAM183A|440585"
"19700","ZYG11A|440590"
"19701","BCL2L15|440603"
"19702","HIST2H2BF|440689"
"19703","ETV3L|440695"
"19704","LRRC52|440699"
"19705","C1orf186|440712"
"19706","TRIM67|440730"
"19707","MAP1LC3C|440738"
"19708","P2RX6P|440799"
"19709","PIWIL3|440822"
"19710","MIAT|440823"
"19711","ODF3B|440836"
"19712","CAPN14|440854"
"19713","FKSG73|440888"
"19714","LOC440896|440896"
"19715","LOC440905|440905"
"19716","LOC440944|440944"
"19717","TMEM89|440955"
"19718","IQCF6|440956"
"19719","LOC440957|440957"
"19720","MTHFD2L|441024"
"19721","TMEM150C|441027"
"19722","LOC441046|441046"
"19723","C4orf47|441054"
"19724","MARCH11|441061"
"19725","LOC441089|441089"
"19726","FLJ42709|441094"
"19727","C6orf226|441150"
"19728","TMEM151B|441151"
"19729","OOEP|441161"
"19730","FAM26F|441168"
"19731","RNF216L|441191"
"19732","PMS2CL|441194"
"19733","RP9P|441212"
"19734","ZNF716|441234"
"19735","SPDYE7P|441251"
"19736","PMS2L11|441263"
"19737","SPDYE3|441272"
"19738","SPDYE2|441273"
"19739","SPDYE2|441273"
"19740","AKR1B15|441282"
"19741","LOC441294|441294"
"19742","OR2A9P|441295"
"19743","OR2A9P|441295"
"19744","OR4F21|441308"
"19745","FAM90A7|441317"
"19746","C8orf85|441376"
"19747","LRRC24|441381"
"19748","ANKRD20A3|441425"
"19749","ANKRD20A3|441425"
"19750","ANKRD20A3|441425"
"19751","FAM22G|441457"
"19752","FAM22G|441457"
"19753","C9orf173|441476"
"19754","NRARP|441478"
"19755","RPS26P11|441502"
"19756","GLRA4|441509"
"19757","FAM127C|441518"
"19758","CT45A3|441519"
"19759","CT45A3|441519"
"19760","CT45A3|441519"
"19761","CT45A4|441520"
"19762","CT45A4|441520"
"19763","CT45A4|441520"
"19764","CT45A5|441521"
"19765","CT45A5|441521"
"19766","SPANXN4|441525"
"19767","PGAM4|441531"
"19768","TTTY6B|441543"
"19769","TTTY6B|441543"
"19770","CDNF|441549"
"19771","FRG2B|441581"
"19772","LOC441601|441601"
"19773","OR5B3|441608"
"19774","TSPAN11|441631"
"19775","OR9K2|441639"
"19776","LOC441666|441666"
"19777","OR4Q3|441669"
"19778","OR4M1|441670"
"19779","WBP11P1|441818"
"19780","TARM1|441864"
"19781","LOC441869|441869"
"19782","OR10J3|441911"
"19783","OR13G1|441933"
"19784","C20orf199|441951"
"19785","SULT1C3|442038"
"19786","GALNTL6|442117"
"19787","OR2B3|442184"
"19788","OR2J3|442186"
"19789","OR14J1|442191"
"19790","OR10C1|442194"
"19791","C6orf138|442213"
"19792","GSTM2P1|442245"
"19793","RFPL4B|442247"
"19794","ZNF727|442319"
"19795","ZNF727|442319"
"19796","OR2A2|442361"
"19797","?|442388"
"19798","FOXB2|442425"
"19799","FAM47C|442444"
"19800","LOC442459|442459"
"19801","DPY19L2P4|442523"
"19802","STAG3L2|442582"
"19803","SPDYE5|442590"
"19804","SPDYE5|442590"
"19805","SPDYE5|442590"
"19806","EIF3IP1|442720"
"19807","LMOD2|442721"
"19808","PRY2|442862"
"19809","PRY2|442862"
"19810","IGFL4|444882"
"19811","ARHGEF35|445328"
"19812","TARP|445347"
"19813","TRIM6-TRIM34|445372"
