"","x"
"1","A1BG|1"
"3514","PDHB|5162"
"3515","PDK1|5163"
"3516","PDK2|5164"
"3517","PDK3|5165"
"3518","PDK4|5166"
"3519","ENPP1|5167"
"3520","ENPP2|5168"
"3521","ENPP3|5169"
"3522","PDPK1|5170"
"3523","SLC26A4|5172"
"3524","PDYN|5173"
"3525","PDZK1|5174"
"3526","SERPINF1|5176"
"3527","PEG3|5178"
"3528","PEG3|5178"
"3529","PENK|5179"
"3530","PEPD|5184"
"3531","PER1|5187"
"3532","PET112L|5188"
"3533","PEX1|5189"
"3534","PEX6|5190"
"3535","PEX7|5191"
"3536","PEX10|5192"
"3537","PEX12|5193"
"3538","PEX13|5194"
"3539","PEX14|5195"
"3540","PF4|5196"
"3541","PF4V1|5197"
"3542","PFAS|5198"
"3543","CFP|5199"
"3544","PFDN1|5201"
"3545","PFDN2|5202"
"3546","PFDN4|5203"
"3547","PFDN5|5204"
"3548","ATP8B1|5205"
"3549","PFKFB1|5207"
"3550","PFKFB2|5208"
"3551","PFKFB3|5209"
"3552","PFKFB4|5210"
"3553","PFKL|5211"
"3554","VIT|5212"
"3555","PFKM|5213"
"3556","PFKP|5214"
"3557","PFN1|5216"
"3558","PFN2|5217"
"3559","CDK14|5218"
"3560","PGA5|5222"
"3561","PGA5|5222"
"3562","PGAM1|5223"
"3563","PGAM2|5224"
"3564","PGC|5225"
"3565","PGD|5226"
"3566","PGF|5228"
"3567","PGGT1B|5229"
"3568","PGK1|5230"
"3569","PGK2|5232"
"3570","PGM1|5236"
"3571","PGM3|5238"
"3572","PGM5|5239"
"3573","PGR|5241"
"3574","ABCB1|5243"
"3575","ABCB4|5244"
"3576","PHB|5245"
"3577","SLC25A3|5250"
"3578","PHEX|5251"
"3579","PHF1|5252"
"3580","PHF2|5253"
"3581","PHKA1|5255"
"3582","PHKA2|5256"
"3583","PHKB|5257"
"3584","PHKG1|5260"
"3585","PHKG1|5260"
"3586","PHKG2|5261"
"3587","PHYH|5264"
"3588","SERPINA1|5265"
"3589","PI3|5266"
"3590","SERPINA4|5267"
"3591","SERPINB5|5268"
"3592","SERPINB6|5269"
"3593","SERPINE2|5270"
"3594","SERPINB8|5271"
"3595","SERPINB9|5272"
"3596","SERPINB10|5273"
"3597","SERPINI1|5274"
"3598","SERPINB13|5275"
"3599","SERPINI2|5276"
"3600","PIGA|5277"
"3601","PIGC|5279"
"3602","PIGF|5281"
"3603","PIGH|5283"
"3604","PIGR|5284"
"3605","PIK3C2A|5286"
"3606","PIK3C2B|5287"
"3607","PIK3C2G|5288"
"3608","PIK3C3|5289"
"3609","PIK3CA|5290"
"3610","PIK3CB|5291"
"3611","PIM1|5292"
"3612","PIK3CD|5293"
"3613","PIK3CG|5294"
"3614","PIK3R1|5295"
"3615","PIK3R2|5296"
"3616","PIK3R2|5296"
"3617","PI4KA|5297"
"3618","PI4KB|5298"
"3619","PIN1|5300"
"3620","PIN1L|5301"
"3621","PIN4|5303"
"3622","PIP|5304"
"3623","PIP4K2A|5305"
"3624","PITPNA|5306"
"3625","PITX1|5307"
"3626","PITX2|5308"
"3627","PITX3|5309"
"3628","PKD1|5310"
"3629","PKD2|5311"
"3630","PKLR|5313"
"3631","PKHD1|5314"
"3632","PKM2|5315"
"3633","PKNOX1|5316"
"3634","PKP1|5317"
"3635","PKP2|5318"
"3636","PLA2G1B|5319"
"3637","PLA2G2A|5320"
"3638","PLA2G4A|5321"
"3639","PLA2G5|5322"
"3640","PLAG1|5324"
"3641","PLAGL1|5325"
"3642","PLAGL2|5326"
"3643","PLAT|5327"
"3644","PLAU|5328"
"3645","PLAUR|5329"
"3646","PLCB2|5330"
"3647","PLCB3|5331"
"3648","PLCB4|5332"
"3649","PLCD1|5333"
"3650","PLCL1|5334"
"3651","PLCG1|5335"
"3652","PLCG2|5336"
"3653","PLD1|5337"
"3654","PLD2|5338"
"3655","PLEC|5339"
"3656","PLG|5340"
"3657","PLEK|5341"
"3658","PLGLB2|5342"
"3659","PLGLB2|5342"
"3660","SERPINF2|5345"
"3661","PLIN1|5346"
"3662","PLK1|5347"
"3663","FXYD1|5348"
"3664","FXYD3|5349"
"3665","PLN|5350"
"3666","PLOD1|5351"
"3667","PLOD2|5352"
"3668","PLP1|5354"
"3669","PLP2|5355"
"3670","PLRG1|5356"
"3671","PLS1|5357"
"3672","PLS3|5358"
"3673","PLSCR1|5359"
"3674","PLTP|5360"
"3675","PLXNA1|5361"
"3676","PLXNA2|5362"
"3677","PLXNB1|5364"
"3678","PLXNB3|5365"
"3679","PMAIP1|5366"
"3680","PMCH|5367"
"3681","PNOC|5368"
"3682","PMCHL1|5369"
"3683","PMCHL2|5370"
"3684","PML|5371"
"3685","PMM1|5372"
"3686","PMM2|5373"
"3687","PMP2|5375"
"3688","PMP22|5376"
"3689","PMS1|5378"
"3690","PMS2L4|5382"
"3691","PMS2L5|5383"
"3692","PMS2L3|5387"
"3693","EXOSC9|5393"
"3694","EXOSC10|5394"
"3695","PMS2|5395"
"3696","PRRX1|5396"
"3697","PNLIP|5406"
"3698","PNLIPRP1|5407"
"3699","PNLIPRP2|5408"
"3700","PNMT|5409"
"3701","PNN|5411"
"3702","UBL3|5412"
"3703","SEPT5|5413"
"3704","SEPT4|5414"
"3705","PODXL|5420"
"3706","POLA1|5422"
"3707","POLB|5423"
"3708","POLD1|5424"
"3709","POLD2|5425"
"3710","POLE|5426"
"3711","POLE2|5427"
"3712","POLG|5428"
"3713","POLH|5429"
"3714","POLR2A|5430"
"3715","POLR2B|5431"
"3716","POLR2C|5432"
"3717","POLR2D|5433"
"3718","POLR2E|5434"
"3719","POLR2F|5435"
"3720","POLR2G|5436"
"3721","POLR2H|5437"
"3722","POLR2I|5438"
"3723","POLR2J|5439"
"3724","POLR2J|5439"
"3725","POLR2K|5440"
"3726","POLR2L|5441"
"3727","POLRMT|5442"
"3728","POMC|5443"
"3729","PON1|5444"
"3730","PON2|5445"
"3731","PON3|5446"
"3732","POR|5447"
"3733","POU1F1|5449"
"3734","POU2AF1|5450"
"3735","POU2F1|5451"
"3736","POU2F2|5452"
"3737","POU3F1|5453"
"3738","POU3F2|5454"
"3739","POU3F3|5455"
"3740","POU3F4|5456"
"3741","POU4F1|5457"
"3742","POU4F2|5458"
"3743","POU4F3|5459"
"3744","POU5F1|5460"
"3745","POU5F1B|5462"
"3746","POU6F1|5463"
"3747","PPA1|5464"
"3748","PPARA|5465"
"3749","PPARD|5467"
"3750","PPARG|5468"
"3751","MED1|5469"
"3752","PPEF2|5470"
"3753","PPAT|5471"
"3754","PPBP|5473"
"3755","PPEF1|5475"
"3756","CTSA|5476"
"3757","PPIA|5478"
"3758","PPIB|5479"
"3759","PPIC|5480"
"3760","PPID|5481"
"3761","PPL|5493"
"3762","PPM1A|5494"
"3763","PPM1B|5495"
"3764","PPM1G|5496"
"3765","PPOX|5498"
"3766","PPP1CA|5499"
"3767","PPP1CB|5500"
"3768","PPP1CC|5501"
"3769","PPP1R1A|5502"
"3770","PPP1R2|5504"
"3771","PPP1R3A|5506"
"3772","PPP1R3C|5507"
"3773","PPP1R3D|5509"
"3774","PPP1R7|5510"
"3775","PPP1R8|5511"
"3776","PPP1R10|5514"
"3777","PPP2CA|5515"
"3778","PPP2CB|5516"
"3779","PPP2R1A|5518"
"3780","PPP2R1B|5519"
"3781","PPP2R2A|5520"
"3782","PPP2R2B|5521"
"3783","PPP2R2C|5522"
"3784","PPP2R3A|5523"
"3785","PPP2R4|5524"
"3786","PPP2R5A|5525"
"3787","PPP2R5B|5526"
"3788","PPP2R5C|5527"
"3789","PPP2R5D|5528"
"3790","PPP2R5E|5529"
"3791","PPP3CA|5530"
"3792","PPP4C|5531"
"3793","PPP3CB|5532"
"3794","PPP3CC|5533"
"3795","PPP3R1|5534"
"3796","PPP3R2|5535"
"3797","PPP5C|5536"
"3798","PPP6C|5537"
"3799","PPT1|5538"
"3800","PPY|5539"
"3801","PRB1|5542"
"3802","PRB3|5544"
"3803","PRB4|5545"
"3804","PRCC|5546"
"3805","PRCP|5547"
"3806","PRELP|5549"
"3807","PREP|5550"
"3808","PRF1|5551"
"3809","SRGN|5552"
"3810","PRG2|5553"
"3811","PRH1|5554"
"3812","PRH1|5554"
"3813","PRH2|5555"
"3814","PRIM1|5557"
"3815","PRIM2|5558"
"3816","PRKAA1|5562"
"3817","PRKAA2|5563"
"3818","PRKAB1|5564"
"3819","PRKAB2|5565"
"3820","PRKACA|5566"
"3821","PRKACB|5567"
"3822","PRKACG|5568"
"3823","PKIA|5569"
"3824","PKIB|5570"
"3825","PRKAG1|5571"
"3826","PRKAR1A|5573"
"3827","PRKAR1B|5575"
"3828","PRKAR2A|5576"
"3829","PRKAR2B|5577"
"3830","PRKCA|5578"
"3831","PRKCB|5579"
"3832","PRKCD|5580"
"3833","PRKCE|5581"
"3834","PRKCG|5582"
"3835","PRKCH|5583"
"3836","PRKCI|5584"
"3837","PKN1|5585"
"3838","PKN2|5586"
"3839","PRKD1|5587"
"3840","PRKCQ|5588"
"3841","PRKCSH|5589"
"3842","PRKCZ|5590"
"3843","PRKDC|5591"
"3844","PRKG1|5592"
"3845","PRKG2|5593"
"3846","MAPK1|5594"
"3847","MAPK3|5595"
"3848","MAPK4|5596"
"3849","MAPK6|5597"
"3850","MAPK7|5598"
"3851","MAPK8|5599"
"3852","MAPK11|5600"
"3853","MAPK9|5601"
"3854","MAPK10|5602"
"3855","MAPK13|5603"
"3856","MAP2K1|5604"
"3857","MAP2K2|5605"
"3858","MAP2K3|5606"
"3859","MAP2K5|5607"
"3860","MAP2K6|5608"
"3861","MAP2K7|5609"
"3862","EIF2AK2|5610"
"3863","DNAJC3|5611"
"3864","PRKRIR|5612"
"3865","PRKX|5613"
"3866","PRKY|5616"
"3867","PRL|5617"
"3868","PRLR|5618"
"3869","PRM1|5619"
"3870","PRM2|5620"
"3871","PRNP|5621"
"3872","PSPN|5623"
"3873","PROC|5624"
"3874","PRODH|5625"
"3875","PROP1|5626"
"3876","PROS1|5627"
"3877","PROX1|5629"
"3878","PRPH|5630"
"3879","PRPS1|5631"
"3880","PRPS2|5634"
"3881","PRPSAP1|5635"
"3882","PRPSAP2|5636"
"3883","PRRG1|5638"
"3884","PRRG2|5639"
"3885","LGMN|5641"
"3886","PRSS1|5644"
"3887","PRSS3|5646"
"3888","MASP1|5648"
"3889","RELN|5649"
"3890","KLK7|5650"
"3891","TMPRSS15|5651"
"3892","PRSS8|5652"
"3893","KLK6|5653"
"3894","HTRA1|5654"
"3895","KLK10|5655"
"3896","PRTN3|5657"
"3897","PSAP|5660"
"3898","PSD|5662"
"3899","PSEN1|5663"
"3900","PSEN2|5664"
"3901","PSG1|5669"
"3902","PSG2|5670"
"3903","PSG3|5671"
"3904","PSG4|5672"
"3905","PSG5|5673"
"3906","PSG6|5675"
"3907","PSG7|5676"
"3908","PSG9|5678"
"3909","PSG11|5680"
"3910","PSG11|5680"
"3911","PSKH1|5681"
"3912","PSMA1|5682"
"3913","PSMA1|5682"
"3914","PSMA2|5683"
"3915","PSMA2|5683"
"3916","PSMA3|5684"
"3917","PSMA4|5685"
"3918","PSMA5|5686"
"3919","PSMA6|5687"
"3920","PSMA6|5687"
"3921","PSMA6|5687"
"3922","PSMA7|5688"
"3923","PSMB1|5689"
"3924","PSMB2|5690"
"3925","PSMB3|5691"
"3926","PSMB4|5692"
"3927","PSMB5|5693"
"3928","PSMB6|5694"
"3929","PSMB7|5695"
"3930","PSMB8|5696"
"3931","PYY|5697"
"3932","PSMB9|5698"
"3933","PSMB10|5699"
"3934","PSMC1|5700"
"3935","PSMC2|5701"
"3936","PSMC3|5702"
"3937","PSMC4|5704"
"3938","PSMC5|5705"
"3939","PSMC6|5706"
"3940","PSMD1|5707"
"3941","PSMD2|5708"
"3942","PSMD3|5709"
"3943","PSMD4|5710"
"3944","PSMD5|5711"
"3945","PSMD7|5713"
"3946","PSMD8|5714"
"3947","PSMD9|5715"
"3948","PSMD10|5716"
"3949","PSMD11|5717"
"3950","PSMD12|5718"
"3951","PSMD13|5719"
"3952","PSME1|5720"
"3953","PSME2|5721"
"3954","PSPH|5723"
"3955","PTAFR|5724"
"3956","PTBP1|5725"
"3957","TAS2R38|5726"
"3958","PTCH1|5727"
"3959","PTEN|5728"
"3960","PTGDR|5729"
"3961","PTGDS|5730"
"3962","PTGER1|5731"
"3963","PTGER2|5732"
"3964","PTGER3|5733"
"3965","PTGER4|5734"
"3966","PTGFR|5737"
"3967","PTGFRN|5738"
"3968","PTGIR|5739"
"3969","PTGIS|5740"
"3970","PTH|5741"
"3971","PTGS1|5742"
"3972","PTGS2|5743"
"3973","PTHLH|5744"
"3974","PTH1R|5745"
"3975","PTH2R|5746"
"3976","PTK2|5747"
"3977","PTK6|5753"
"3978","PTK7|5754"
"3979","TWF1|5756"
"3980","PTMA|5757"
"3981","PTMS|5763"
"3982","PTN|5764"
"3983","QSOX1|5768"
"3984","PTPN1|5770"
"3985","PTPN2|5771"
"3986","PTPN3|5774"
"3987","PTPN4|5775"
"3988","PTPN6|5777"
"3989","PTPN7|5778"
"3990","PTPN9|5780"
"3991","PTPN11|5781"
"3992","PTPN12|5782"
"3993","PTPN13|5783"
"3994","PTPN14|5784"
"3995","PTPRA|5786"
"3996","PTPRB|5787"
"3997","PTPRC|5788"
"3998","PTPRD|5789"
"3999","PTPRCAP|5790"
"4000","PTPRE|5791"
"4001","PTPRF|5792"
"4002","PTPRG|5793"
"4003","PTPRH|5794"
"4004","PTPRJ|5795"
"4005","PTPRK|5796"
"4006","PTPRM|5797"
"4007","PTPRN|5798"
"4008","PTPRN2|5799"
"4009","PTPRO|5800"
"4010","PTPRR|5801"
"4011","PTPRS|5802"
"4012","PTPRZ1|5803"
"4013","PTS|5805"
"4014","PTX3|5806"
"4015","RAD1|5810"
"4016","PURA|5813"
"4017","PURB|5814"
"4018","PVALB|5816"
"4019","PVR|5817"
"4020","PVRL1|5818"
"4021","PVRL2|5819"
"4022","PVT1|5820"
"4023","PWP2|5822"
"4024","PEX19|5824"
"4025","ABCD3|5825"
"4026","ABCD4|5826"
"4027","PXMP2|5827"
"4028","PEX2|5828"
"4029","PXN|5829"
"4030","PEX5|5830"
"4031","PYCR1|5831"
"4032","ALDH18A1|5832"
"4033","PCYT2|5833"
"4034","PYGB|5834"
"4035","PYGL|5836"
"4036","PYGM|5837"
"4037","PZP|5858"
"4038","QARS|5859"
"4039","QDPR|5860"
"4040","RAB1A|5861"
"4041","RAB2A|5862"
"4042","RGL2|5863"
"4043","RAB3A|5864"
"4044","RAB3B|5865"
"4045","RAB3IL1|5866"
"4046","RAB4A|5867"
"4047","RAB5A|5868"
"4048","RAB5B|5869"
"4049","RAB6A|5870"
"4050","MAP4K2|5871"
"4051","RAB13|5872"
"4052","RAB27A|5873"
"4053","RAB27B|5874"
"4054","RABGGTA|5875"
"4055","RABGGTB|5876"
"4056","RABIF|5877"
"4057","RAB5C|5878"
"4058","RAC1|5879"
"4059","RAC2|5880"
"4060","RAC3|5881"
"4061","RAD9A|5883"
"4062","RAD17|5884"
"4063","RAD21|5885"
"4064","RAD23A|5886"
"4065","RAD23B|5887"
"4066","RAD51|5888"
"4067","RAD51C|5889"
"4068","RAD51L1|5890"
"4069","RAGE|5891"
"4070","RAD51L3|5892"
"4071","RAD52|5893"
"4072","RAF1|5894"
"4073","RAG1|5896"
"4074","RAG2|5897"
"4075","RALA|5898"
"4076","RALB|5899"
"4077","RALGDS|5900"
"4078","RAN|5901"
"4079","RANBP1|5902"
"4080","RANBP2|5903"
"4081","RANGAP1|5905"
"4082","RAP1A|5906"
"4083","RAP1B|5908"
"4084","RAP1GAP|5909"
"4085","RAP1GDS1|5910"
"4086","RAP2A|5911"
"4087","RAP2B|5912"
"4088","RAPSN|5913"
"4089","RARA|5914"
"4090","RARB|5915"
"4091","RARG|5916"
"4092","RARS|5917"
"4093","RARRES1|5918"
"4094","RARRES2|5919"
"4095","RARRES3|5920"
"4096","RASA1|5921"
"4097","RASA2|5922"
"4098","RASGRF1|5923"
"4099","RASGRF2|5924"
"4100","RB1|5925"
"4101","ARID4A|5926"
"4102","KDM5A|5927"
"4103","RBBP4|5928"
"4104","RBBP5|5929"
"4105","RBBP6|5930"
"4106","RBBP7|5931"
"4107","RBBP8|5932"
"4108","RBL1|5933"
"4109","RBL2|5934"
"4110","RBM3|5935"
"4111","RBM4|5936"
"4112","RBMS1|5937"
"4113","RBMS2|5939"
"4114","RBMY1A1|5940"
"4115","RBMY1A1|5940"
"4116","RBMY1A1|5940"
"4117","RBP1|5947"
"4118","RBP2|5948"
"4119","RBP3|5949"
"4120","RBP4|5950"
"4121","RCN1|5954"
"4122","RCN2|5955"
"4123","OPN1LW|5956"
"4124","RCVRN|5957"
"4125","RDH5|5959"
"4126","PRPH2|5961"
"4127","RDX|5962"
"4128","RECQL|5965"
"4129","REL|5966"
"4130","REG1A|5967"
"4131","REG1B|5968"
"4132","RELA|5970"
"4133","RELB|5971"
"4134","REN|5972"
"4135","RENBP|5973"
"4136","UPF1|5976"
"4137","DPF2|5977"
"4138","REST|5978"
"4139","RET|5979"
"4140","REV3L|5980"
"4141","RFC1|5981"
"4142","RFC2|5982"
"4143","RFC3|5983"
"4144","RFC4|5984"
"4145","RFC5|5985"
"4146","RFNG|5986"
"4147","TRIM27|5987"
"4148","RFPL1|5988"
"4149","RFX1|5989"
"4150","RFX2|5990"
"4151","RFX3|5991"
"4152","RFX4|5992"
"4153","RFX5|5993"
"4154","RFXAP|5994"
"4155","RGR|5995"
"4156","RGS1|5996"
"4157","RGS2|5997"
"4158","RGS3|5998"
"4159","RGS4|5999"
"4160","RGS7|6000"
"4161","RGS10|6001"
"4162","RGS12|6002"
"4163","RGS13|6003"
"4164","RGS16|6004"
"4165","RHAG|6005"
"4166","RHCE|6006"
"4167","RHD|6007"
"4168","RHD|6007"
"4169","RHEB|6009"
"4170","RHO|6010"
"4171","GRK1|6011"
"4172","RLN1|6013"
"4173","RIT2|6014"
"4174","RING1|6015"
"4175","RIT1|6016"
"4176","RLBP1|6017"
"4177","RLF|6018"
"4178","RLN2|6019"
"4179","RMRP|6023"
"4180","RNASE1|6035"
"4181","RNASE2|6036"
"4182","RNASE3|6037"
"4183","RNASE4|6038"
"4184","RNASE4|6038"
"4185","RNASE6|6039"
"4186","RNASEL|6041"
"4187","SNORA63|6043"
"4188","SNORA62|6044"
"4189","RNF2|6045"
"4190","BRD2|6046"
"4191","RNF4|6047"
"4192","RNF5|6048"
"4193","RNF6|6049"
"4194","RNH1|6050"
"4195","RNPEP|6051"
"4196","ABCE1|6059"
"4197","SNORD15A|6079"
"4198","SNORD20|6082"
"4199","SNORD21|6083"
"4200","SNORD21|6083"
"4201","RNY4|6086"
"4202","RNY5|6090"
"4203","ROBO1|6091"
"4204","ROBO2|6092"
"4205","ROCK1|6093"
"4206","ROM1|6094"
"4207","RORA|6095"
"4208","RORB|6096"
"4209","RORC|6097"
"4210","ROS1|6098"
"4211","RP9|6100"
"4212","RP1|6101"
"4213","RP2|6102"
"4214","RPGR|6103"
"4215","RPA1|6117"
"4216","RPA2|6118"
"4217","RPA3|6119"
"4218","RPE|6120"
"4219","RPE65|6121"
"4220","RPL3|6122"
"4221","RPL3L|6123"
"4222","RPL4|6124"
"4223","RPL5|6125"
"4224","RPL6|6128"
"4225","RPL7|6129"
"4226","RPL7A|6130"
"4227","RPL8|6132"
"4228","RPL9|6133"
"4229","RPL10|6134"
"4230","RPL11|6135"
"4231","RPL12|6136"
"4232","RPL13|6137"
"4233","RPL15|6138"
"4234","RPL17|6139"
"4235","RPL17|6139"
"4236","RPL18|6141"
"4237","RPL18A|6142"
"4238","RPL19|6143"
"4239","RPL21|6144"
"4240","RPL22|6146"
"4241","RPL23A|6147"
"4242","MRPL23|6150"
"4243","RPL24|6152"
"4244","RPL26|6154"
"4245","RPL27|6155"
"4246","RPL30|6156"
"4247","RPL27A|6157"
"4248","RPL28|6158"
"4249","RPL29|6159"
"4250","RPL31|6160"
"4251","RPL32|6161"
"4252","RPL34|6164"
"4253","RPL35A|6165"
"4254","RPL36AL|6166"
"4255","RPL37|6167"
"4256","RPL37A|6168"
"4257","RPL38|6169"
"4258","RPL39|6170"
"4259","RPL41|6171"
"4260","RPL36A|6173"
"4261","RPLP0|6175"
"4262","RPLP1|6176"
"4263","RPLP2|6181"
"4264","MRPL12|6182"
"4265","MRPS12|6183"
"4266","RPN1|6184"
"4267","RPN2|6185"
"4268","RPS2|6187"
"4269","RPS3|6188"
"4270","RPS3A|6189"
"4271","RPS3A|6189"
"4272","RPS4X|6191"
"4273","RPS4Y1|6192"
"4274","RPS5|6193"
"4275","RPS6|6194"
"4276","RPS6KA1|6195"
"4277","RPS6KA2|6196"
"4278","RPS6KA3|6197"
"4279","RPS6KB1|6198"
"4280","RPS6KB2|6199"
"4281","RPS7|6201"
"4282","RPS8|6202"
"4283","RPS9|6203"
"4284","RPS10|6204"
"4285","RPS11|6205"
"4286","RPS12|6206"
"4287","RPS13|6207"
"4288","RPS14|6208"
"4289","RPS15|6209"
"4290","RPS15A|6210"
"4291","RPS16|6217"
"4292","RPS17|6218"
"4293","RPS17|6218"
"4294","RPS18|6222"
"4295","RPS19|6223"
"4296","RPS20|6224"
"4297","RPS21|6227"
"4298","RPS23|6228"
"4299","RPS24|6229"
"4300","RPS25|6230"
"4301","RPS26|6231"
"4302","RPS27|6232"
"4303","RPS27A|6233"
"4304","RPS28|6234"
"4305","RPS29|6235"
"4306","RRAD|6236"
"4307","RRAS|6237"
"4308","RRBP1|6238"
"4309","RREB1|6239"
"4310","RRM1|6240"
"4311","RRM2|6241"
"4312","RTKN|6242"
"4313","RS1|6247"
"4314","RSC1A1|6248"
"4315","RSC1A1|6248"
"4316","CLIP1|6249"
"4317","RSU1|6251"
"4318","RTN1|6252"
"4319","RTN2|6253"
"4320","RXRA|6256"
"4321","RXRB|6257"
"4322","RXRG|6258"
"4323","RYK|6259"
"4324","RYR1|6261"
"4325","RYR2|6262"
"4326","RYR3|6263"
"4327","S100A1|6271"
"4328","SORT1|6272"
"4329","S100A2|6273"
"4330","S100A3|6274"
"4331","S100A4|6275"
"4332","S100A5|6276"
"4333","S100A6|6277"
"4334","S100A7|6278"
"4335","S100A8|6279"
"4336","S100A9|6280"
"4337","S100A10|6281"
"4338","S100A11|6282"
"4339","S100A12|6283"
"4340","S100A13|6284"
"4341","S100B|6285"
"4342","S100P|6286"
"4343","SAA1|6288"
"4344","SAA2|6289"
"4345","SAA3P|6290"
"4346","SAA4|6291"
"4347","VPS52|6293"
"4348","SAFB|6294"
"4349","SAG|6295"
"4350","ACSM3|6296"
"4351","SALL2|6297"
"4352","SALL1|6299"
"4353","MAPK12|6300"
"4354","SARS|6301"
"4355","TSPAN31|6302"
"4356","SAT1|6303"
"4357","SATB1|6304"
"4358","SBF1|6305"
"4359","SC4MOL|6307"
"4360","SC5DL|6309"
"4361","ATXN1|6310"
"4362","ATXN2|6311"
"4363","ATXN7|6314"
"4364","ATXN8OS|6315"
"4365","SERPINB3|6317"
"4366","SERPINB4|6318"
"4367","SCD|6319"
"4368","CLEC11A|6320"
"4369","SCML1|6322"
"4370","SCN1A|6323"
"4371","SCN1B|6324"
"4372","SCN2A|6326"
"4373","SCN2B|6327"
"4374","SCN3A|6328"
"4375","SCN4A|6329"
"4376","SCN4B|6330"
"4377","SCN5A|6331"
"4378","SCN7A|6332"
"4379","SCN8A|6334"
"4380","SCN9A|6335"
"4381","SCN10A|6336"
"4382","SCNN1A|6337"
"4383","SCNN1B|6338"
"4384","SCNN1D|6339"
"4385","SCNN1G|6340"
"4386","SCO1|6341"
"4387","SCP2|6342"
"4388","SCT|6343"
"4389","SCTR|6344"
"4390","SRL|6345"
"4391","CCL1|6346"
"4392","CCL2|6347"
"4393","CCL3|6348"
"4394","CCL3L1|6349"
"4395","CCL3L1|6349"
"4396","CCL4|6351"
"4397","CCL5|6352"
"4398","CCL7|6354"
"4399","CCL8|6355"
"4400","CCL11|6356"
"4401","CCL13|6357"
"4402","CCL14|6358"
"4403","CCL14|6358"
"4404","CCL15|6359"
"4405","CCL15|6359"
"4406","CCL16|6360"
"4407","CCL17|6361"
"4408","CCL18|6362"
"4409","CCL19|6363"
"4410","CCL20|6364"
"4411","CCL21|6366"
"4412","CCL22|6367"
"4413","CCL23|6368"
"4414","CCL24|6369"
"4415","CCL25|6370"
"4416","CXCL6|6372"
"4417","CXCL11|6373"
"4418","CXCL5|6374"
"4419","XCL1|6375"
"4420","CX3CL1|6376"
"4421","SDC1|6382"
"4422","SDC2|6383"
"4423","SDC4|6385"
"4424","SDCBP|6386"
"4425","CXCL12|6387"
"4426","SDF2|6388"
"4427","SDHA|6389"
"4428","SDHB|6390"
"4429","SDHC|6391"
"4430","SDHD|6392"
"4431","SEC13|6396"
"4432","SEC14L1|6397"
"4433","SECTM1|6398"
"4434","TRAPPC2|6399"
"4435","TRAPPC2|6399"
"4436","SEL1L|6400"
"4437","SELE|6401"
"4438","SELL|6402"
"4439","SELP|6403"
"4440","SELPLG|6404"
"4441","SEMA3F|6405"
"4442","SEMG1|6406"
"4443","SEMG2|6407"
"4444","SEPP1|6414"
"4445","SEPW1|6415"
"4446","MAP2K4|6416"
"4447","SET|6418"
"4448","SETMAR|6419"
"4449","SFPQ|6421"
"4450","SFRP1|6422"
"4451","SFRP2|6423"
"4452","SFRP4|6424"
"4453","SFRP5|6425"
"4454","SFRS1|6426"
"4455","SFRS2|6427"
"4456","SFRS3|6428"
"4457","SFRS4|6429"
"4458","SFRS5|6430"
"4459","SFRS6|6431"
"4460","SFRS7|6432"
"4461","SFRS8|6433"
"4462","TRA2B|6434"
"4463","SFTPB|6439"
"4464","SFTPC|6440"
"4465","SFTPD|6441"
"4466","SGCA|6442"
"4467","SGCB|6443"
"4468","SGCD|6444"
"4469","SGCG|6445"
"4470","SGK1|6446"
"4471","SCG5|6447"
"4472","SGSH|6448"
"4473","SGTA|6449"
"4474","SH3BGR|6450"
"4475","SH3BGRL|6451"
"4476","SH3BP2|6452"
"4477","ITSN1|6453"
"4478","SH3GL1|6455"
"4479","SH3GL2|6456"
"4480","SH3GL3|6457"
"4481","SHB|6461"
"4482","SHBG|6462"
"4483","SHC1|6464"
"4484","FBXW4|6468"
"4485","SHH|6469"
"4486","SHMT1|6470"
"4487","SHMT2|6472"
"4488","SHOX|6473"
"4489","SHOX2|6474"
"4490","SI|6476"
"4491","SIAH1|6477"
"4492","SIAH2|6478"
"4493","ST6GAL1|6480"
"4494","ST3GAL1|6482"
"4495","ST3GAL2|6483"
"4496","ST3GAL4|6484"
"4497","ST3GAL3|6487"
"4498","ST8SIA1|6489"
"4499","SILV|6490"
"4500","STIL|6491"
"4501","SIM1|6492"
"4502","SIM2|6493"
"4503","SIPA1|6494"
"4504","SIX1|6495"
"4505","SIX3|6496"
"4506","SKI|6497"
"4507","SKIL|6498"
"4508","SKIV2L|6499"
"4509","SKP1|6500"
"4510","SKP2|6502"
"4511","SLA|6503"
"4512","SLAMF1|6504"
"4513","SLC1A1|6505"
"4514","SLC1A2|6506"
"4515","SLC1A3|6507"
"4516","SLC4A3|6508"
"4517","SLC1A4|6509"
"4518","SLC1A5|6510"
"4519","SLC1A6|6511"
"4520","SLC1A7|6512"
"4521","SLC2A1|6513"
"4522","SLC2A2|6514"
"4523","SLC2A3|6515"
"4524","SLC2A4|6517"
"4525","SLC2A5|6518"
"4526","SLC3A1|6519"
"4527","SLC3A2|6520"
"4528","SLC4A1|6521"
"4529","SLC4A2|6522"
"4530","SLC5A1|6523"
"4531","SLC5A2|6524"
"4532","SMTN|6525"
"4533","SLC5A3|6526"
"4534","SLC5A3|6526"
"4535","SLC5A4|6527"
